region_id,name,neighborhood,cuisine_type,address,phone,email,website,yelp_url,private_dining_info,approximate_capacity,notes
3,Camp Pho,Venice (Lincoln Blvd),Vietnamese (Pho),,(310) 392-8889,,,https://www.yelp.com/biz/camp-venice,,,72-hour simmered pho. Strip mall gem.
3,Charcoal Venice,Venice / Marina Del Rey (Washington Blvd),American / Steakhouse,,(310) 751-6794,events@charcoalvenice.com,https://www.charcoalvenice.com,https://www.yelp.com/biz/charcoal-venice-marina-del-rey,Contact for private events. Front patio available.,,Chef Josiah Citrin. Everything cooked over live fire. 425 Washington Blvd.
3,Hama Sushi,Venice (Windward Ave),Sushi / Japanese,,(310) 396-8783,info@hamasushi.com,https://www.hamasushi.com,https://www.yelp.com/biz/hama-sushi-venice,,,Venice's original sushi since 1979. 213 Windward Ave.
3,Danny's Venice,Venice (Windward Ave),California / Comfort,,(310) 566-5610,,,https://www.yelp.com/biz/dannys-venice-venice-2,,,23 Windward Ave. Open 11am-2am. Eclectic menu.
3,Figtree's Cafe,Venice (Boardwalk),American / Cafe,,(310) 392-4937,info@figtreevenice.com,https://www.figtreevenice.com,https://www.yelp.com/biz/fig-tree-venice-los-angeles,Boardwalk patio available.,,429 Oceanfront Walk. Happy hour breakfast 8-9am (50% off).
3,The Sidewalk Cafe,Venice (Boardwalk),American / Mexican / Italian,,(310) 399-5547,,https://www.thesidewalkcafe.com,https://www.yelp.com/biz/sidewalk-cafe-venice-3,Large outdoor patio on boardwalk.,,"1401 Oceanfront Walk. Full bar. Breakfast, lunch, dinner."
3,Venice Ale House,Venice (Boardwalk),American / Craft Beer,,(310) 314-8253,info@venicealehouse.com,https://www.venicealehouse.com,https://www.yelp.com/biz/venice-ale-house-venice,,,Organic American fare. Cold beer on draft. Local farms & breweries.
3,The Venice Whaler,Venice (Washington Blvd),American / Bar,,(310) 821-8737,info@venicewhaler.com,https://whalerbeachbar.com,https://www.yelp.com/biz/the-venice-whaler-venice-2,Event space. Live music.,,10 Washington Blvd. Dive bar. Cheap beers. Great happy hour.
3,Hinano Cafe,Venice (Washington Blvd),Burgers / Dive Bar,,(310) 822-3902,info@hinanocafevenice.com,https://www.hinanocafevenice.com,https://www.yelp.com/biz/hinano-caf%C3%A9-venice-2,,,15 Washington Blvd. Since the 1960s. Traditional burgers. Super casual.
3,Dudley Market,Venice (near Boardwalk),Wine Bar / Seafood,,(310) 392-0825,hello@dudleymarketvenice.com,https://www.dudleymarketvenice.com,https://www.yelp.com/biz/dudley-market-venice-3,,,"Natural wine, oysters, crudos, burgers. Stylish locals' gem."
3,C&O Cucina,Venice / Marina Del Rey (Washington Blvd),Northern Italian,,(310) 301-7278,info@candorestaurants.com,https://www.candorestaurants.com,https://www.yelp.com/biz/c-and-o-cucina-marina-del-rey,Private dining for events. Family-style service.,,"3016 Washington Blvd. Gargantuan portions, low prices. Catering/banquets."
3,High Rooftop Lounge,Venice (Pacific Ave / Hotel Erwin),Bar / Lounge,,(310) 452-1111,events@hotelerwin.com,https://www.hotelerwin.com/food-drink/high-rooftop-lounge/,https://www.yelp.com/biz/high-rooftop-lounge-venice,Rooftop available for private events.,,1697 Pacific Ave. Atop Hotel Erwin. Premiere open-air rooftop.
3,Casablanca Restaurant,Venice,American / Mexican,,(310) 392-5751,CasablancaRestaurant@gmail.com,https://www.casablancarestaurant.net,https://www.yelp.com/biz/casablanca-restaurant-venice,,,"Venice institution. 40+ year unchanged menu. Calamari steak, burritos."
3,Coucou,Venice,French Bistro / Wine Bar,,(310) 314-1314,hello@coucou.la,https://www.coucou.la,https://www.yelp.com/biz/coucou-venice-2,,,French bistro with American twists.
3,Market Restaurant,Venice (Market Street),Italian,,,info@marketvenice.com,,https://www.yelp.com/biz/market-los-angeles-los-angeles,,,72 Market St. 334 Yelp reviews.
3,Baltaire,Brentwood (San Vicente Blvd),Steakhouse / Seafood,,(424) 273-1660,events@baltaire.com,https://www.baltaire.com,https://www.yelp.com/biz/baltaire-restaurant-los-angeles-2,PDR for 48 (divisible to 30/18). Full buyout: 289. Terrace with fireplace & retractable roof.,48 PDR / 289 buyout,Modern steakhouse. 11647 San Vicente Blvd. Live music Thu/Fri.
3,Farmshop,Brentwood (Country Mart),New American / Market,,(310) 566-2400,catering@farmshopsm.com,https://farmshopca.com,https://www.yelp.com/biz/farmshop-santa-monica-4,Up to 70 seated / 120 standing on-site. Full offsite events also. Call ext 4 or email catering@farmshopsm.com.,70 seated / 120 standing,"Chef Jeff Cerciello. At Brentwood Country Mart. All-day. Part restaurant, part gourmet market."
3,Toscana,Brentwood (San Vicente Blvd),Italian / Tuscan,,(310) 820-2448,toscana@toscanabrentwood.com / events@toscanabrentwood.com,https://www.toscanabrentwood.com,https://www.yelp.com/biz/toscana-brentwood-los-angeles-2,Catering & private parties available. Email events@toscanabrentwood.com.,,Est. 1989. Legendary Tuscan. Wine Spectator Award. 11633 San Vicente.
3,Jon & Vinny's,Brentwood (San Vicente Blvd),Italian American,,(310) 442-2733,info@jonandvinnys.com,https://www.jonandvinnys.com,https://www.yelp.com/biz/jon-and-vinnys-brentwood-los-angeles,Contact restaurant for group dining.,,California Italian. Open breakfast through dinner. 11938 San Vicente.
3,Pizzana,Brentwood (San Vicente Blvd),Neapolitan Pizza,,(310) 481-7108,info@pizzana.com,https://pizzana.com,https://www.yelp.com/biz/pizzana-los-angeles-6,Listed on The Vendry for event space. Contact directly.,,Slow-dough Neapolitan tradition. San Marzano tomatoes. 11712 San Vicente.
3,Divino,Brentwood (Barrington Ct),Northern Italian,,(310) 472-0886,info@divinobrentwood.com,https://divinobrentwood.com,https://www.yelp.com/biz/divino-los-angeles,Catering and event coordination. Contact restaurant.,,Est. 1996. Guest chefs from Italy. Wood-burning oven. 11714 Barrington Ct.
3,SUGARFISH,Brentwood (San Vicente Blvd),Sushi,,(310) 820-4477,info@sugarfishsushi.com,https://sugarfishsushi.com,https://www.yelp.com/biz/sugarfish-brentwood-los-angeles,Not typically available for private events.,,Trust Me omakase sushi. 11640 San Vicente.
3,Katsuya,Brentwood (San Vicente Blvd),Japanese / Sushi,,(310) 237-6174,info@katsuyarestaurant.com,https://www.katsuyarestaurant.com/brentwood,https://www.yelp.com/biz/katsuya-brentwood-brentwood,Contact for group dining and events.,,Philippe Starck-designed. 11777 San Vicente.
3,The Wilkes,Brentwood,Steakhouse,,(310) 474-3030,,https://www.thewilkesla.com,https://www.yelp.com/biz/the-wilkes-los-angeles-2,Contact restaurant.,,Throwback steakhouse. Big leather booths. Booked weeks in advance.
3,Osteria Vera,Brentwood (San Vicente Blvd),Italian,,(310) 571-3800,,https://www.eatatvera.com,https://www.yelp.com/biz/osteria-vera-los-angeles,,,"11604 San Vicente. Cozy upscale. Homemade pasta, pizza, grilled meats."
3,PLANTA,Brentwood (San Vicente Blvd),Plant-Based,,(925) 515-2984,events@plantarestaurants.com,https://www.plantarestaurants.com/location/planta-brentwood/,https://www.yelp.com/biz/planta-brentwood-los-angeles,"Main Dining Room Buyout (60), Bar/Lounge Buyout (40), Lounge Nook (15), Full Venue Buyout (100).",15-100,"11754 San Vicente. Elevated plant-based. Chic, breezy vibe."
3,Palmeri Ristorante,Brentwood (San Vicente Blvd),Italian,,(310) 442-8446,,https://www.palmeriristorantespa.com,https://www.yelp.com/biz/palmeri-ristorante-los-angeles,,,Great pastas and veal chops on San Vicente.
3,Peppone,Brentwood,Italian (Red Sauce),,(310) 476-7379,,https://www.peppone.com,https://www.yelp.com/biz/peppone-ristorante-brentwood,,,Not on San Vicente. More traditional red-sauce Italian.
3,Sor Tino,Brentwood,Italian,,(310) 442-8466,info@sortinorestaurant.com,https://www.sortinorestaurant.com,https://www.yelp.com/biz/sor-tino-restaurant-los-angeles,,,Romantic front patio. Good service.
3,Amici Brentwood,Brentwood,Italian,,(310) 260-4900,info@amicibrentwood.com,https://amicibrentwood.com,https://www.yelp.com/biz/amici-brentwood-santa-monica,,,Beautiful restaurant.
3,Sushi Sasabune,Brentwood,Japanese / Sushi / Omakase,,(310) 478-3596,,,https://www.yelp.com/biz/sushi-sasabune-los-angeles-2,,,"$100 omakase at sushi bar. Tuna sashimi, butterfish, uni."
3,Takao,Brentwood,Japanese / Sushi,,(310) 207-8636,,https://takaobrentwood.com,https://www.yelp.com/biz/takao-los-angeles,,,Casual sushi. Neighborhood favorite.
3,Teleferic Barcelona,Brentwood,Spanish Tapas / Paella,,(657) 366-4103,events@telefericbarcelona.com,https://www.telefericbarcelona.com/los-angeles,https://www.yelp.com/biz/teleferic-barcelona-los-angeles-17,Customizable event spaces with moving furniture. Glass doors combine room with patio.,,"Family-owned. Authentic Spanish tapas, paellas, cocktails."
3,Matu Kai,Brentwood,Steakhouse / Japanese,,(310) 810-2501,info@matusteak.com,https://www.matusteak.com/matu-kai/,https://www.yelp.com/biz/matu-kai-los-angeles-4,,,Sister to Beverly Hills Matu. Est. 2025 in Brentwood.
3,India's Oven,Brentwood,Indian,,(310) 207-5522,dine@indiasovenwilshire.com,https://indiasoven.com,https://www.yelp.com/biz/india-s-oven-los-angeles,,,Serviceable Indian food on the Westside.
3,Palace Seafood,Brentwood,Chinese / Dim Sum,,(310) 979-3377,,,https://www.yelp.com/biz/the-palace-seafood-and-dim-sum-los-angeles,,,Solid dim sum option on the Westside.
3,Coral Tree Cafe,Brentwood,Brunch / American,,(310) 979-8733,info@coraltreecafe.com,https://www.coraltreecafe.com,https://www.yelp.com/biz/coral-tree-cafe-los-angeles-4,Indoor and outdoor seats for groups up to 100.,Up to 100,Community feel. Founded by local residents.
3,Clark Street Bread,Brentwood,Bakery / Cafe,,(424) 248-0262,info@clarkstreetbread.com,https://www.clarkstreetbakery.com,https://www.yelp.com/biz/clark-street-los-angeles-3,,,Popular bakery. Best visited weekdays to avoid crowds.
3,Reddi Chick,Brentwood (Country Mart),BBQ / Rotisserie,,(310) 393-5238,,https://reddichickbbq.com,https://www.yelp.com/biz/reddi-chick-bbq-santa-monica,,,At Brentwood Country Mart since 1979. Home-style BBQ.
3,Holy Cow BBQ,Brentwood (26th St),BBQ,,(310) 883-6269,cowcares@holycowbbq.com,https://holycowbbq.com,https://www.yelp.com/biz/holy-cow-bbq-santa-monica-santa-monica,,,"264 26th St. Casual BBQ, sandwiches, salads."
3,Vicenti Ristorante,Brentwood (San Vicente Blvd),Italian Fine Dining,,(310) 207-0127,info@vincentiristorante.com,,https://www.yelp.com/biz/vincenti-ristorante-los-angeles-3,,,11930 San Vicente. High-end Italian. Wood-burning oven. Extensive wine list.
3,A Votre Sante,Brentwood (San Vicente Blvd),Healthy Mediterranean,,(310) 451-1813,avotresante@gmail.com,https://avotresantela.com,https://www.yelp.com/biz/a-votre-sant%C3%A9-los-angeles-4,,,Since 1987. Health-conscious. Neighborhood gathering place.
3,Kiitsu,Brentwood (San Vicente Blvd),Japanese (Washoku & Sushi),,(310) 451-7733,reservations@kiitsu-la.com,https://www.kiitsu-la.com,https://www.yelp.com/biz/kiitsu-los-angeles,,,Authentic Japanese near UCLA and Country Mart.
3,Casa de Campo,Brentwood,Cali-Mex / Taqueria,,(310) 208-2100,,https://www.casadecampola.com,https://www.yelp.com/biz/casa-de-campo-los-angeles-2,,,"Bright, airy taco shop. Speedy service. Great lunch."
3,Ggiata,Brentwood,Deli / Sandwiches,,(424) 484-4800,info@ggiata.com,https://www.ggiata.com/location/ggiata-brentwood/,https://www.yelp.com/biz/ggiata-los-angeles-14,,,Popular deli/sandwich spot.
3,Sun Nong Dan,Brentwood / West LA,Korean,,(310) 710-3988,,https://sunnongdanusa.com,https://www.yelp.com/biz/sun-nong-dan-los-angeles-6,,,Korean cuisine. Also on Sawtelle.
3,All Roads Pinseria + Enoteca,Brentwood,Roman-Inspired Italian / Wine,,(424) 256-2005,info@allroadspinseria.com,https://www.allroadspinseria.com,https://www.yelp.com/biz/all-roads-pinseria-enoteca-los-angeles-2,,,Modern wine bar. Roman-inspired cuisine.
3,Liu's Cafe,Brentwood,Chinese,,(213) 264-8585,hello@liuscafe.com,https://www.liuscafe.com,https://www.yelp.com/biz/liu-s-cafe-los-angeles-2,,,Newly top-rated on Yelp 2026.
3,Parakeet Cafe,Brentwood,Cafe / Healthy,,(310) 746-5828,hello@parakeetcafe.com,https://www.parakeetcafe.com/brentwood-cafe/,https://www.yelp.com/biz/parakeet-cafe-los-angeles,,,Top-rated on Yelp.
3,Casa Modena,Brentwood,Italian,,(310) 477-3880,info@casa-modena.com,https://www.casa-modena.com,https://www.yelp.com/biz/casa-modena-los-angeles-2,,,Featured in Yelp Feb 2026 top list.
3,Great White,Brentwood,Australian / All-Day Cafe,,(424) 325-6644,brentwood@greatwhite.cafe,https://www.greatwhite.cafe,https://www.yelp.com/biz/great-white-los-angeles-3,,,#1 on Yelp for Brentwood. Also in Venice.
3,A.O.C.,Brentwood (San Vicente Blvd) - CLOSED,California / Wine Bar,,(310) 806-6464,events@aocwinebar.com,https://www.aocwinebar.com,https://www.yelp.com/biz/aoc-brentwood-los-angeles,Was: Private room seats 30 (formerly Tavern's dining room). BRENTWOOD LOCATION NOW CLOSED. West Hollywood location still open.,30 (when open),CLOSED. Chef Suzanne Goin. LA Times Hall of Fame. West Hollywood location remains.
3,Tavern,Brentwood (San Vicente Blvd),Seasonal American,,(310) 806-6464,,,,Atrium space or warm ambient room. Contact for events.,,11648 San Vicente. Glass atrium. Seasonal American.
3,Electric Bleu,Mar Vista,Australian-Inflected Bistro,,,hello@electricbleu.com,https://electricbleu.com,https://www.yelp.com/biz/electric-bleu-los-angeles-2,,,"Chef Craig Hopson (ex-Le Cirque NYC). Roast chicken, steak au poivre, pate en croute."
3,Beethoven Market,Mar Vista,Cal-Italian,,,neighbor@beethovenmarket.com,https://www.beethovenmarket.com,https://www.yelp.com/biz/beethoven-market-los-angeles-2,,,"Chef Michael Leonard (Rustic Canyon, Evan Funke alum). 4-course tasting $59."
3,Tsujita LA Artisan Noodle,Sawtelle (West LA),Japanese Ramen / Tsukemen,,(310) 231-7373,,https://www.tsujita.com/sawtelle-la,https://www.yelp.com/biz/tsujita-la-artisan-noodle-los-angeles-2,,,Undisputed star of Sawtelle. Dip-style ramen.
3,Tsujita Annex,Sawtelle (West LA),Japanese Ramen,,,,https://www.tsujita.com,https://www.yelp.com/biz/tsujita-la-artisan-noodle-annex-los-angeles-3,,,Across from Tsujita LA. Traditional tonkotsu ramen.
3,Killer Noodle Tsujita,Sawtelle (West LA),Japanese Ramen (Spicy),,(424) 293-0465,,https://www.killernoodle.com,https://www.yelp.com/biz/killer-noodle-tsujita-los-angeles,,,From Tokyo. Spicy tantanmen ramen.
3,Daikokuya,Sawtelle (West LA),Japanese Ramen,,(310) 575-4999,,https://group.bishamon-ten.com/daikokuya/sawtelle/,https://www.yelp.com/biz/daikokuya-los-angeles-11,,,One of best ramen in LA.
3,Tatsu Ramen,Sawtelle (West LA),Japanese Ramen,,(310) 684-2889,westla@tatsuramen.com,https://tatsuramen.com/tatsu-ramen-sawtelle/,https://www.yelp.com/biz/tatsu-ramen-los-angeles,,,Sawtelle Centre. Customizable ramen.
3,Menya Tigre,Sawtelle (West LA),Japanese Curry Ramen,,(310) 231-9290,,https://tigre-la.com,https://www.yelp.com/biz/menya-tigre-los-angeles-4,,,Tiny quick-service. Unique curry ramen.
3,Marugame Udon,Sawtelle (West LA),Japanese Udon,,(424) 317-2222,,https://www.marugameudon.com/locations/sawtelle/,https://www.yelp.com/biz/marugame-udon-los-angeles-9,,,Cafeteria-style. Pick your udon bowl.
3,Dong Ting Noodle,Sawtelle (West LA),Chinese / Hunan Noodles,,(310) 867-5937,,https://dongtingnoodle.com,https://www.yelp.com/biz/dong-ting-noodle-los-angeles,,,Long menu of Hunan noodle dishes. Famous beef noodle soup.
3,Shin-Sen-Gumi,Sawtelle (West LA),Japanese Ramen,,(424) 208-3293,info@shinsengumigroup.com,https://shinsengumigroup.com/restaurants/shin-sen-gumi-hakata-ramen-west-l-a/,https://www.yelp.com/biz/shin-sen-gumi-yakitori-and-izakaya-los-angeles-7,,,Hakata chain. Lighter tonkotsu. Northern Sawtelle.
3,Nanbankan,Sawtelle (West LA),Japanese Yakitori / Izakaya,,(310) 478-1591,,,https://www.yelp.com/biz/nanban-kan-los-angeles-2,,,Grilled skewers. Portal-to-Tokyo dining room.
3,Chinchikurin,Sawtelle (West LA),Japanese Okonomiyaki,,(310) 478-0521,info@chinchikurin-usa.com,https://www.chinchikurin-usa.com,https://www.yelp.com/biz/chinchikurin-sawtelle-los-angeles-2,,,Hiroshima-style okonomiyaki specialist.
3,Hide Sushi,Sawtelle (West LA),Japanese Sushi,,(310) 477-7242,information@hidesushi.com,https://hidesushi.com,https://www.yelp.com/biz/hide-sushi-japanese-restaurant-los-angeles,,,One of best sushi on Sawtelle.
3,Dan Modern Chinese,Sawtelle (West LA),Modern Chinese,,(310) 235-2089,info@danmodernchinese.com,https://danmodernchinese.com/pages/sawtelle,https://www.yelp.com/biz/dan-modern-chinese-los-angeles,,,From Pasadena. Xiao long bao rivals Din Tai Fung.
3,Plan Check Kitchen + Bar,Sawtelle (West LA),American / Burgers,,(424) 208-3906,info@plancheck.com,https://theplancheck.com,https://www.yelp.com/biz/plan-check-kitchen-bar-los-angeles-9,Contact for group events.,,Famous PCB burger. Among best burgers in LA.
3,Sonoritas Prime Tacos,Sawtelle (West LA),Mexican (Sonora Region),,(310) 444-9100,info@sonoritastacos.com,https://www.sonoritastacos.com,https://www.yelp.com/biz/sonoritas-prime-tacos-los-angeles,,,Vibrant Sonoran flavors.
3,The Mulberry,Sawtelle (West LA),Korean Bistro,,(310) 598-5191,info@themulberrylosangeles.com,https://www.themulberrylosangeles.com,https://www.yelp.com/biz/the-mulberry-los-angeles,,,Moody bistro. Former Benu chef. $49 three-course tasting.
3,Kojima,Sawtelle (West LA),Japanese Kappo / Omakase,,(424) 248-0116,,,https://www.yelp.com/biz/kojima-los-angeles,Not suitable for private events. 8 seats only.,8,From Tokyo izakaya owner. 12-course omakase $200. Walk-in 4-course $80.
3,Ten No Meshi,Sawtelle (West LA),Japanese Katsu,,(310) 231-1177,,https://tonkatsu-la.tennomeshi.com,https://www.yelp.com/biz/kyoto-wagyu-tonkatsu-ten-no-meshi-los-angeles-2,,,From Kyoto. First US location. A5 wagyu katsu served pink.
3,Yakun,Sawtelle (West LA),Japanese Yakitori Omakase,,(213) 998-9888,,https://ya-kun.com,https://www.yelp.com/biz/yakun-los-angeles,Not suitable for events. 8 seats.,8,"$280/person. 5 apps, 15 skewers, 1 entree, dessert."
3,Tempura House,Sawtelle (West LA),Japanese Tempura,,(310) 479-5989,tempurahouse7@gmail.com,,https://www.yelp.com/biz/sawtelle-tempura-house-west-los-angeles,,,Est. 1949. Specializes in tempura.
3,Big Boi,Sawtelle (West LA),Filipino,,(424) 832-7199,info@gobigboi.com,https://www.gobigboi.com,https://www.yelp.com/biz/big-boi-filipino-los-angeles-2,,,"Takeout-oriented. Pork sisig, chicken adobo, longganisa combos."
3,Nong La,Sawtelle (West LA),Vietnamese,,(310) 268-1881,info@nonglacafe.com,https://www.nonglacafe.com,https://www.yelp.com/biz/nong-la-cafe-los-angeles,,,Top-rated on Sawtelle.
3,Seoul Tofu,Sawtelle (West LA),Korean,,(310) 444-9988,,https://www.seoulhouseoftofu.com,https://www.yelp.com/biz/seoul-house-of-tofu-los-angeles,,,Top-rated Korean on Sawtelle.
3,Hurry Curry,Sawtelle (West LA),Japanese Curry,,(310) 473-1640,,https://hurrycurryoftokyo.com,https://www.yelp.com/biz/hurry-curry-of-tokyo-los-angeles,,,Japanese curry restaurant.
3,Sea Salt Poke,Sawtelle (West LA),Poke,,(424) 293-0723,,https://www.seasaltpoke.com,https://www.yelp.com/biz/sea-salt-poke-los-angeles-3,,,Fresh fish poke bowls.
3,Furaibo,Sawtelle (West LA),Japanese,,(310) 444-1432,,https://www.furaibousa.com,https://www.yelp.com/biz/furaibo-restaurant-los-angeles-2,,,Japanese restaurant on Sawtelle.
3,Robata,Sawtelle (West LA),Japanese,,(310) 481-1418,,,https://www.yelp.com/biz/robata-ya-los-angeles,,,Japanese restaurant on Sawtelle.
3,Kaz the Soba Place,Sawtelle (West LA),Japanese Soba,,(424) 293-8111,,,https://www.yelp.com/biz/kaz-the-soba-place-los-angeles,,,Hand-made cold soba noodles.
3,Asahi Ramen,Sawtelle (West LA),Japanese Ramen,,(310) 479-2231,,,https://www.yelp.com/biz/asahi-ramen-los-angeles,,,Ramen on Sawtelle.
3,Comedor,Westside,New-Wave Mexican,,(310) 857-2552,info@brokenspanishcomedor.com,https://brokenspanishcomedor.com,https://www.yelp.com/biz/broken-spanish-comedor-los-angeles-2,,,"Chef Ray Garcia. Resurrection of Broken Spanish. Small plates, Latin-funk vibe."
4,Providence,Hollywood,Modern American Seafood (Fine Dining),"5955 Melrose Ave, Los Angeles, CA 90038",(323) 460-4170,info@providencela.com,https://providencela.com/,https://www.yelp.com/biz/providence-los-angeles-2,Private Room; Chef's Table; Full Bar; BYO Wine,,3 Michelin Stars (2025). One of LA's most acclaimed restaurants.
4,Mother Wolf,Hollywood,Italian (Roman-inspired),"1545 Wilcox Ave, Los Angeles, CA 90028",(323) 515-1077,info@motherwolfla.com,https://motherwolfla.com/,https://www.yelp.com/biz/mother-wolf-los-angeles,Romulus (22 guests); Remus (10 guests); Bar Avoja; Full buyout (350),350 (full buyout),Chef Evan Funke. Best New Restaurants in the World by Conde Nast Traveler.
4,Ka'teen,Hollywood,Modern Mexican / Yucatan,"6516 Selma Ave, Los Angeles, CA 90028",(323) 410-6360,reservations@kateenla.com,https://www.kateenla.com/,https://www.yelp.com/biz/kateen-los-angeles-2,5000 sq ft tropical oasis with Special Events Deck,5000 sq ft,Chef Wes Avila. Michelin Guide and James Beard recognized.
4,Yamashiro Hollywood,Hollywood Hills,Japanese / Pan-Asian,"1999 N Sycamore Ave, Los Angeles, CA 90068",(323) 466-5125,info@yamashirohollywood.com,https://yamashirohollywood.com/,https://www.yelp.com/biz/yamashiro-hollywood-los-angeles,Skyview Room (60 seated/90 reception); Sunset Dining (65); Koi (30 seated/40 reception); Garden Courtyard; Full buyout (1000),Up to 1000 (full buyout),Built 1911. 22000 sq ft. Events range $2050-$17500 for 50 guests.
4,Luv2eat Thai Bistro,Hollywood,Thai,"6660 W Sunset Blvd, Los Angeles, CA 90028",(323) 498-5835,luv2eat.thaibistro@gmail.com,https://luv2eatthaibistro.com/,https://www.yelp.com/biz/luv2eat-thai-bistro-los-angeles,Not publicly listed,,Michelin Guide. 2024 James Beard Semifinalist. Established 2014.
4,Salt's Cure,Hollywood,New American / Brunch,"1155 N Highland Ave, Los Angeles, CA 90038",(323) 380-7148,west@saltscure.com,https://www.saltscure.com/,https://www.yelp.com/biz/salts-cure-los-angeles,Not publicly listed,,All California-sourced ingredients. Opened 2010.
4,L'Antica Pizzeria Da Michele,Hollywood,Neapolitan Pizza,"1534 N McCadden Pl, Los Angeles, CA 90028",(323) 366-2408,info@damicheleusa.com,https://damicheleusa.com/,https://www.yelp.com/biz/l-antica-pizzeria-da-michele-los-angeles-2,Call to inquire,,Heritage dating to 1870 in Naples.
4,Marino Ristorante,Hollywood,Italian,"6001 Melrose Ave, Los Angeles, CA 90038",(323) 466-8812,info@marinorestaurant.com,https://marinorestaurant.com/,https://www.yelp.com/biz/marino-restaurant-los-angeles,Private room with own entrance; seats up to 35,35 (private room),Family-owned since the 1950s. 4.9 stars OpenTable.
4,Somni,West Hollywood,Modernist Spanish (Fine Dining),"9045 Nemo St, West Hollywood, CA 90069",,info@somnirestaurant.com,https://www.somnirestaurant.com/,https://www.yelp.com/biz/somni-west-hollywood-2,Cellar Experience: private room up to 6 guests,14 seats (Chef's Counter); 6 (Cellar),3 Michelin Stars. $1595/person. Chef Aitor Zabala.
4,Nobu Los Angeles,West Hollywood,Japanese Fine Dining,"903 N La Cienega Blvd, Los Angeles, CA 90069",(310) 657-5711,losangeles.events@noburestaurants.com,https://noburestaurants.com/losangeles/home,https://www.yelp.com/biz/nobu-los-angeles-los-angeles,Full buyout: 4000 sq ft. Main Dining: 85-130 seated. Outdoor: 100 guests.,85-130 (main); 100 (outdoor),50% deposit required. 5% Events Fee.
4,CATCH LA,West Hollywood,Seafood / Sushi / Steak,"8715 Melrose Ave, West Hollywood, CA 90069",(323) 347-6060,westcoastevents@CatchHG.com,https://www.catchrestaurants.com/location/catch-la/,https://www.yelp.com/biz/catch-west-hollywood,Multiple private/semi-private spaces. Events from $200/person.,340 seats total,Rooftop with views of downtown LA and Hollywood Hills.
4,Craig's,West Hollywood,American Fine Dining,"8826 Melrose Ave, West Hollywood, CA 90069",(310) 276-1900,events@craigs.la,https://craigs.la/,https://www.yelp.com/biz/craigs-west-hollywood,Not publicly detailed,,Celebrity hotspot. Old Hollywood glamour.
4,La Boheme,West Hollywood,New American / Mediterranean,"8400 Santa Monica Blvd, West Hollywood, CA 90069",(323) 848-2360,,https://www.labohemeweho.com/,https://www.yelp.com/biz/la-boh%C3%A8me-west-hollywood-3,Outdoor (150 seated/400 cocktail); Main (120 seated/200 cocktail); Garden (50 seated/70 cocktail); Lounge (30 seated/80 cocktail),Up to 400 cocktail,Most romantic restaurant in LA. 30+ year WeHo staple.
4,Cecconi's West Hollywood,West Hollywood,Northern Italian,"8764 Melrose Ave, West Hollywood, CA 90069",(310) 432-2000,,https://www.cecconisrestaurants.com/west-hollywood/,https://www.yelp.com/biz/cecconis-west-hollywood-west-hollywood,Butterfly Room (private dining); Full venue hire,Call for details,4.7 stars OpenTable (5129 diners).
4,LAVO Los Angeles,West Hollywood,Coastal Italian,"9201 Sunset Blvd, Ste 100, West Hollywood, CA 90069",(310) 817-6441,laevents@taogroup.com,https://taogroup.com/venues/lavo-los-angeles/,https://www.yelp.com/biz/lavo-west-hollywood-3,Private room seats 65; 250-seat restaurant with retractable roof,250 seats; 65 (private),Tao Group. Triple-height ceilings.
4,SUR Restaurant & Lounge,West Hollywood,International / Mediterranean,"606 N Robertson Blvd, West Hollywood, CA 90069",(310) 289-2824,specialevent@surrestaurant.com,https://www.surrestaurant.com/,https://www.yelp.com/biz/sur-restaurant-and-lounge-west-hollywood-3,VIP Room (8-14/15-20); Kimono Room (16-36/30-50); Combined (50/95); Restaurant Buyout (130/200); Lounge Buyout (140/300),Up to 300 (lounge buyout),Famous from Vanderpump Rules.
4,Crossroads Kitchen,West Hollywood,Vegan Mediterranean,"8284 Melrose Ave, Los Angeles, CA 90046",(323) 782-9245,events@crossroadskitchen.com,https://www.crossroadskitchen.com/,https://www.yelp.com/biz/crossroads-kitchen-los-angeles-5,Private/semi-private space for 8+ guests,,Chef Tal Ronnen. Called best vegan chef by Oprah.
4,Uchi West Hollywood,West Hollywood,Japanese / Sushi,"9001 Santa Monica Blvd, Ste 101, West Hollywood, CA 90069",(310) 708-4808,,https://uchi.uchirestaurants.com/location/west-hollywood/,https://www.yelp.com/biz/uchi-west-hollywood-west-hollywood,Private dining available; parties 11+ book via website,,James Beard Award-winning Chef Tyson Cole.
4,Casa Madera,West Hollywood,Coastal Mexican Fine Dining,"8440 Sunset Blvd, West Hollywood, CA 90069",(310) 878-0814,events@noble33.com,https://www.thecasamadera.com/,https://www.yelp.com/biz/casa-madera-west-hollywood-west-hollywood-2,Private Dining Room (12); Full buyout (76 seated/114 standing),76 seated / 114 standing,Noble 33. 8000 sq ft Mayan Riviera-inspired.
4,Olivetta,West Hollywood,Coastal European,"9010 Melrose Ave, West Hollywood, CA 90069",(310) 307-3932,events@olivetta.la,https://www.olivetta.la/,https://www.yelp.com/biz/olivetta-west-hollywood-2,Contact events@olivetta.la,150-seat bungalow,Chef Michael Fiorelli.
