Restaurant Name,Neighborhood,Cuisine Type,Address,Phone,Email,Website,Yelp URL,Private Dining / Event Info,Approximate Capacity,Notes
Henri's Restaurant,Canoga Park,Continental / American,"21601 Sherman Way, Canoga Park, CA 91303",(818) 340-4135,,,https://www.yelp.com/biz/henris-restaurant-canoga-park,,,Culinary gem; vibrant ambiance
Vinh Loi Tofu,Reseda,Vietnamese / Vegan,"18625 Sherman Way Ste 101, Reseda, CA 91335",(818) 996-9779,,https://www.vinhloitofu.com/,https://www.yelp.com/biz/vinh-loi-tofu-reseda-2,,,All-vegan Vietnamese; creative plant-based dishes; peanut soup; lemongrass beef banh mi
Ras Noodle,Panorama City,Thai / Noodle,"14350 Roscoe Blvd, Panorama City, CA 91402",(818) 891-6133,,,https://www.yelp.com/biz/ras-noodle-panorama-city,,,Top-rated on Yelp; Thai noodle specialist
Bludso's BBQ,Panorama City,BBQ / Texas-Style,"8720 Van Nuys Blvd, Panorama City, CA 91402",(818) 988-8227,,https://www.bludsos.com/,https://www.yelp.com/biz/bludsos-bbq-panorama-city,,,Legendary Texas-style BBQ; Kevin Bludso; nationally recognized
Viet Kitchen,Panorama City,Vietnamese,"14501 Roscoe Blvd, Panorama City, CA 91402",(818) 893-2888,,https://vietkitchens.com/,https://www.yelp.com/biz/viet-kitchen-panorama-city,,,Vietnamese cuisine; top-rated locally
Goto at Silog,Panorama City,Filipino,"14345 Roscoe Blvd, Panorama City, CA 91402",(818) 893-2040,,https://www.gotoatsilog.com/,https://www.yelp.com/biz/goto-at-silog-panorama-city,,,Filipino home cooking; crispy pork pata; kare-kare
Paros Family Restaurant,Sun Valley,Middle Eastern / American,"8425 Sunland Blvd, Sun Valley, CA 91352",(818) 768-7100,,,https://www.yelp.com/biz/paros-family-restaurant-sun-valley,,,Top-rated in Sun Valley
Chiguacle Sabor Ancestral,Sun Valley,Mexican / Oaxacan,"8715 Sunland Blvd, Sun Valley, CA 91352",(747) 245-0246,,https://www.chiguacle.com/,https://www.yelp.com/biz/chiguacle-sabor-ancestral-y-tortilleria-sun-valley,,,Ancestral Mexican cuisine; tortilleria
Les Sisters' Southern Kitchen,Chatsworth,Southern / Cajun / Creole,"20450 Nordhoff St, Winnetka, CA 91311",(818) 998-0755,lessisters2014@gmail.com,https://lessisters.com/,https://www.yelp.com/biz/les-sisters-southern-kitchen-and-bbq-chatsworth-2,,,Since 1986; bold soulful food; vegan vegetarian gluten-free options; Chatsworth institution
Las Fuentes,Chatsworth,Mexican,"10003 Topanga Canyon Blvd, Chatsworth, CA 91311",(818) 341-2012,,https://www.lasfuentes.com/,https://www.yelp.com/biz/las-fuentes-chatsworth,,,Beloved Mexican restaurant family
Nat's West Cafe,Chatsworth,American / Diner,"9303 Roscoe Blvd, Canoga Park, CA 91304",(818) 718-6287,,https://natswest.cafe/,https://www.yelp.com/biz/nats-west-cafe-canoga-park,,,Serving West Valley for years; breakfast lunch dinner; homemade muffins cookies pies
Yume Sushi,Studio City,Japanese / Sushi,"12216 Moorpark St, Studio City, CA 91604",(818) 508-7188,,https://www.yumesushila.com/,https://www.yelp.com/biz/yume-sushi-studio-city,,,Modern sushi spot; highly popular; make reservations
REDWHITE Studio City,Studio City,Steakhouse / Wine Bar,"12440 Ventura Blvd, Studio City, CA 91604",(818) 763-5523,,https://www.redwhitela.com/,https://www.yelp.com/biz/redwhite-studio-city-studio-city,,,Steak and wine bar concept
Broken Engrish,Studio City,Asian Fusion,"12361 Ventura Blvd, Studio City, CA 91604",(818) 358-3530,,https://www.brokenengrish.com/,https://www.yelp.com/biz/broken-engrish-studio-city,,,Asian fusion cuisine; top-rated on Yelp
Regalade,Studio City,French,"12740 Ventura Blvd, Studio City, CA 91604",(818) 927-4230,,https://www.regaladela.com/,https://www.yelp.com/biz/regalade-studio-city,,,New French restaurant in Studio City
Darling Studio City,Studio City,American / Mediterranean,"4220 Coldwater Canyon Ave, Studio City, CA 91604",,,,https://www.yelp.com/biz/darling-studio-city,,,New restaurant opening at Sportsmen's Lodge
Cafe De Olla,North Hollywood,Mexican / Brunch,"4302 W Burbank Blvd, Burbank, CA 91505",(818) 561-1110,,https://www.cafedeolla.la/,https://www.yelp.com/biz/cafe-de-olla-burbank,,,Popular Mexican brunch; highly rated
EAT NoHo,North Hollywood,American / Brunch,"11108 Magnolia Blvd, North Hollywood, CA 91601",(818) 985-0661,,https://www.eatnoho.com/,https://www.yelp.com/biz/eat-north-hollywood,,,Casual brunch and breakfast spot
BlaqHaus NoHo,North Hollywood,American / Soul,"5143 Lankershim Blvd, North Hollywood, CA 91601",(818) 764-0049,,https://blaqhaus.co/noho,https://www.yelp.com/biz/blaqhaus-noho-north-hollywood,,,Soul food and cocktails; vibrant atmosphere
Birrieria Familia Castro,North Hollywood,Mexican / Birria,"12500 Vanowen St, North Hollywood, CA 91605",(818) 834-4510,,,https://www.yelp.com/biz/birrieria-familia-castro-north-hollywood,,,Birria specialist; rich birria en caldo
Hungry Crowd,Toluca Lake,American,"4303 Lankershim Blvd, North Hollywood, CA 91602",(818) 505-7773,info@eatHungryCrowd.com,https://eathungrycrowd.com/,https://www.yelp.com/biz/hungry-crowd-north-hollywood,,,Top of Yelp lists for Toluca Lake area
Chubby Cattle,Woodland Hills,Hot Pot / Japanese,"6100 Topanga Canyon Blvd, Woodland Hills, CA 91367",(747) 363-5877,,https://www.chubbycattle.com/,https://www.yelp.com/biz/chubby-cattle-woodland-hills,,,Unique hot pot conveyor belt experience; Japanese-inspired
Leo & Lily,Woodland Hills,Mediterranean / American,"22630 Ventura Blvd, Woodland Hills, CA 91364",(818) 610-3500,,https://leonlily.com/,https://www.yelp.com/biz/leo-and-lily-woodland-hills,,,Top-rated in Woodland Hills
Soul of LA,Woodland Hills,Korean / Fusion,"22841 Ventura Blvd, Woodland Hills, CA 91364",(818) 914-8040,,,https://www.yelp.com/biz/soul-of-la-woodland-hills,,,Korean fusion cuisine
Hideout Cafe,Woodland Hills,Cafe / American,"22635 Ventura Blvd, Woodland Hills, CA 91364",(818) 888-7777,,https://www.hideoutcafewoodlandhills.com/,https://www.yelp.com/biz/hideout-cafe-woodland-hills,,,Cozy cafe; highly rated
Amor A Mi,Burbank,Mexican,"110 N San Fernando Blvd, Burbank, CA 91502",(818) 736-7230,,https://www.amorami377.com/,https://www.yelp.com/biz/amor-a-mi-burbank,,,Top-rated new Mexican restaurant in Burbank
Broken Compass Tiki,Burbank,Tiki Bar / Asian,"3321 W Olive Ave, Burbank, CA 91505",(747) 888-7003,ahoy@brokencompasstiki.com,https://www.brokencompasstiki.com/,https://www.yelp.com/biz/broken-compass-tiki-burbank,,,Tiki bar concept; hip new spot
Bread & Breakfast,Burbank,Bakery / Brunch,"3902 W Riverside Dr, Burbank, CA 91505",(818) 953-3400,,https://breadandbreakfastla.com/,https://www.yelp.com/biz/bread-and-breakfast-burbank,,,Fresh baked goods; popular brunch
Wild Carvery,Burbank,American / BBQ,"3500 W Olive Ave, Burbank, CA 91505",(818) 557-0100,,https://www.wildcarvery.com/,https://www.yelp.com/biz/wild-carvery-burbank,,,BBQ and carved meats
K-Pub,North Hollywood,Korean / BBQ,"5237 Lankershim Blvd, North Hollywood, CA 91601",(818) 358-3889,,https://www.kpubnoho.com/,https://www.yelp.com/biz/k-pub-north-hollywood,,,Korean BBQ pub concept
Crane & Elephant,Canoga Park,Asian / Thai,"21018 Ventura Blvd, Woodland Hills, CA 91364",(747) 888-3688,,https://www.craneandelephant.com/,https://www.yelp.com/biz/crane-and-elephant-woodland-hills,,,Asian cuisine; top-rated
Maiz Y Fuego,Canoga Park,Mexican,"7311 Topanga Canyon Blvd, Canoga Park, CA 91303",(747) 301-8001,,https://www.maizyfuego.com/,https://www.yelp.com/biz/maiz-y-fuego-canoga-park,,,Mexican cuisine; fire-roasted specialties
Sushi Goken,Van Nuys,Japanese / Sushi,"7330 Van Nuys Blvd, Van Nuys, CA 91405",(818) 997-5838,,https://sushigoken.com/,https://www.yelp.com/biz/sushi-goken-van-nuys,,,Top sushi pick in Van Nuys
Puro Sabor Peruvian,Van Nuys,Peruvian,"14701 Friar St, Van Nuys, CA 91411",(818) 779-0393,,https://purosabor.online/,https://www.yelp.com/biz/puro-sabor-peruvian-restaurant-van-nuys,,,Authentic Peruvian cuisine
Bostan By Grandma,Granada Hills,Persian / Afghan,"16922 Chatsworth St, Granada Hills, CA 91344",(818) 832-6424,,https://www.bakerygranadahills.com/,https://www.yelp.com/biz/bostan-by-grandma-granada-hills,,,Home-style Persian/Afghan cooking
Main Kitchen Cafe,Granada Hills,American / Cafe,"16860 Kingsbury St, Granada Hills, CA 91344",(818) 363-1229,,https://www.mainkitchencafe.com/,https://www.yelp.com/biz/main-kitchen-cafe-granada-hills,,,Popular cafe in Granada Hills
Star Crab,Panorama City,Seafood / Cajun,"8540 Van Nuys Blvd, Panorama City, CA 91402",(818) 988-3733,,https://thestarcrab.com/,https://www.yelp.com/biz/star-crab-panorama-city,,,Cajun seafood boil concept
TLV Tapas Bar,Encino,Mediterranean / Israeli,"17040 Ventura Blvd, Encino, CA 91316",(818) 940-9490,tlvtapas.events@gmail.com,https://www.tlv-tapas.com,https://www.yelp.com/biz/tlv-tapas-bar-encino,,,Mediterranean tapas; sophisticated atmosphere; culinary artistry
Nibble Nook Too,Encino,American / Diner,"16904 Ventura Blvd, Encino, CA 91316",(818) 783-6050,,,https://www.yelp.com/biz/nibble-nook-too-encino,,,Cozy homey restaurant; amazing French toast; best strawberry whip waffles
Coffee Cakes,Encino,Israeli / Cafe,"17036 Ventura Blvd, Encino, CA 91316",(818) 616-5663,,,https://www.yelp.com/biz/coffee-cakes-encino,,,Spectacular Israeli Breakfast Tower; labneh fresh vegetables avocado
Rouge Restaurant,Studio City,Mexican / Tulum-Inspired,"12505 Ventura Blvd, Studio City, CA 91604",(818) 980-0099,,https://www.therougerestaurant.com/,https://www.yelp.com/biz/rouge-studio-city,,,Tulum-inspired decor; rustic natural elements with chic modern design
The Night We Met,Studio City,American / Date Night,"12217 Ventura Blvd, Studio City, CA 91604",,,,https://www.yelp.com/biz/the-night-we-met-studio-city,,,New romantic dining concept
Catcher In The Rye,Toluca Lake,Cocktail Bar / American,"4282 Lankershim Blvd, Toluca Lake, CA 91602",(818) 760-6030,thecatcherintheryebar@gmail.com,https://catcherintheryebar.com/,https://www.yelp.com/biz/catcher-in-the-rye-north-hollywood,,,Speakeasy-style cocktail bar; gastropub fare
Prosecco Trattoria,Toluca Lake,Italian,"10144 Riverside Dr, Toluca Lake, CA 91602",(818) 505-0930,AmyFishburn@gmail.com,https://www.proseccotrattoria.com/,https://www.yelp.com/biz/prosecco-trattoria-toluca-lake,,,Great ambiance; Italian trattoria
Forman's,Toluca Lake,American / Bar,"10555 Riverside Dr, Toluca Lake, CA 91602",(818) 508-5006,info@formansla.com,https://www.formanstavern.com/,https://www.yelp.com/biz/formans-toluca-lake,,,Game lodge vibes; casual burgers and drinks
Armenian Bakery/Restaurant,Burbank,Armenian,"1414 N Glenoaks Blvd, Burbank, CA 91504",,,,,,,Family-owned; Armenian breads baked to order; two blazing ovens; adjarian and lahmajo
Chubby Dumplings,Burbank,Chinese / Dumplings,"3306 W Magnolia Blvd, Burbank, CA 91505",(818) 842-8688,,https://chubbydumplings.com/,https://www.yelp.com/biz/chubby-dumplings-burbank,,,Highly rated Chinese dumplings
Tigawok,Burbank,Asian / Wok,"3404 W Magnolia Blvd, Burbank, CA 91505",(818) 308-1380,,https://www.tigawok.com/,https://www.yelp.com/biz/tigawok-burbank,,,Asian wok cuisine; multiple mentions across neighborhoods
Anarbagh Restaurant,Woodland Hills,Indian,"22233 Ventura Blvd, Woodland Hills, CA 91364",(818) 224-3929,,https://anarbaghrestaurant.com/,https://www.yelp.com/biz/anarbagh-restaurant-woodland-hills,,,Indian cuisine in Woodland Hills
LaaLaaPan,Woodland Hills,Japanese / Ramen,"22337 Ventura Blvd, Woodland Hills, CA 91364",(818) 914-4101,,https://www.laalaapan.com/,https://www.yelp.com/biz/laalaapan-woodland-hills,,,Japanese ramen and pan
Noho Grill,Sun Valley,American / Grill,"8120 San Fernando Rd, Sun Valley, CA 91352",(818) 452-9500,,,https://www.yelp.com/biz/noho-grill-sun-valley,,,American grill; top-rated in Sun Valley
786 Degrees,Sun Valley,Pizza,"8109 Sunland Blvd, Sun Valley, CA 91352",(818) 939-6566,,https://786degrees.com/,https://www.yelp.com/biz/786-degrees-sun-valley,,,Pizza restaurant; top-rated in Sun Valley
Daisy's Restaurant,Panorama City,Mexican / American,"14507 Roscoe Blvd, Panorama City, CA 91402",(818) 893-3019,,https://daisysrestaurantca.com/,https://www.yelp.com/biz/daisys-restaurant-panorama-city,,,Local favorite in Panorama City
ELNO,Panorama City,Mediterranean,"14500 Roscoe Blvd, Panorama City, CA 91402",,,,https://www.yelp.com/biz/elno-panorama-city,,,Mediterranean cuisine
Al Italiano,Canoga Park,Italian,"21500 Victory Blvd, Canoga Park, CA 91303",(818) 716-7894,info@alitaliano.com,https://www.alitaliano.com/,https://www.yelp.com/biz/al-italiano-canoga-park,,,Top-5 favorite Italian in Canoga Park area
JINYA Ramen Bar,Canoga Park,Japanese / Ramen,"6600 Topanga Canyon Blvd, Canoga Park, CA 91303",(818) 710-7091,,https://www.jinya-ramenbar.com/,https://www.yelp.com/biz/jinya-ramen-bar-canoga-park,,,Popular ramen chain; Westfield Topanga location
Brewz Sports Cafe & Grill,Canoga Park,American / Sports Bar,"7406 Jordan Ave, Canoga Park, CA 91303",(818) 348-0056,,https://www.brewzsportscafeandgrill.com/,https://www.yelp.com/biz/brewz-sports-cafe-and-grill-canoga-park,,,Cozy sports bar; delicious food; reasonable prices; friendly staff
