Restaurant Name,Neighborhood,Cuisine Type,Address,Phone,Email,Website,Yelp URL,Private Dining / Event Info,Approximate Capacity,Notes
Pikunico,Arts District (ROW DTLA),Japanese-American Fried Chicken,777 S Alameda St Los Angeles CA 90021,,,,https://www.yelp.com/biz/pikunico-los-angeles,"No private dining; casual counter",,Chef Kuniko Yagi (Hinoki & the Bird / Top Chef); housemade karaage chicken; at ROW DTLA
Checkers Downtown,Financial District,American / Fine Dining,535 S Grand Ave Los Angeles CA 90071,(213) 624-0000,,https://www.hilton.com/en/hotels/laxhitw-hilton-checkers-los-angeles/dining/,https://www.yelp.com/biz/checkers-downtown-los-angeles,"Private dining available within Hilton Checkers hotel; contact hotel events",,Inside Hilton Checkers hotel; fine dining American cuisine
1927 Bar Kitchen,Financial District,American,535 S Grand Ave Los Angeles CA 90071,(213) 291-0927,,,https://www.yelp.com/biz/1927-bar-kitchen-los-angeles,"Contact for private events",,Located in Financial District; full-service bar and kitchen
85 Degrees Bakery,Financial District,Taiwanese Bakery / Cafe,700 Wilshire Blvd Los Angeles CA 90017,(213) 614-8585,,https://www.85cbakerycafe.com/,https://www.yelp.com/biz/85-c-bakery-cafe-los-angeles-2,"No private dining; bakery counter",,Taiwanese bakery chain; coffee/tea/pastries/cakes
Holbox,South Park (Mercado La Paloma),Mexican Seafood,3655 S Grand Ave Los Angeles CA 90007,(213) 986-8560,,https://www.holboxla.com/,https://www.yelp.com/biz/holbox-los-angeles-2,"Contact for catering and events; casual market stall format",,Chef Gilberto Cetina Jr.; Michelin Bib Gourmand; Yucatan-style ceviches and seafood; inside Mercado La Paloma
Maison Kasai,South Park,Teppanyaki / French-Japanese,1001 S Olive St Los Angeles CA 90015,,,,https://www.yelp.com/biz/maison-kasai-los-angeles,"Contact for private events; teppanyaki format lends itself to groups",,Elevated teppanyaki blending French and Japanese; Chef Richard Archuleta; across from Crypto.com Arena; opened 2025
La Lo La Rooftop,South Park (AC Hotel),Spanish Tapas / Rooftop Bar,901 W Olympic Blvd Fl 34 Los Angeles CA 90015,,,,https://www.yelp.com/biz/la-lo-la-rooftop-los-angeles,"Private events on 34th floor rooftop; ~4000 sq ft space","~4000 sq ft rooftop",34th floor of AC Hotel Downtown LA; 270-degree views; specialty cocktails; Spanish-style tapas; sophisticated oasis
The Dankness Dojo,South Park,Plant-Based / Craft Brewery,832 S Olive St Los Angeles CA 90014,,,,https://www.yelp.com/biz/the-dankness-dojo-los-angeles,"Contact for private events; brick-walled space with art installations",,San Diego transplant; pilot brewery with 30+ taps; plant-based menu; R&D experimental brews; art-filled space
Los Gabrieles,Pinata District,Mexican Street Food / Carnitas,1113 S San Pedro St Los Angeles CA 90015,,,,https://www.yelp.com/biz/los-gabrieles-los-angeles,"No private dining; street stand format",,Street stand making LA's best carnitas; The Infatuation rating 8.8; casual outdoor seating
Joyce,DTLA (Broadway),Southern / Black-Owned,332 S Broadway Ste A Los Angeles CA 90013,,,,https://www.yelp.com/biz/joyce-los-angeles,"Contact restaurant for private events",,Black-owned restaurant; spirit of Southern dining; highlighted by Resy; on Broadway corridor
